sig_id,cp_type,cp_time,cp_dose,g-0,g-1,g-2,g-3,g-4,g-5,c-0,c-1,c-2,c-3,c-4,c-5,c-6,c-7
id_bf2cd9839,trt_cp,24,D1,-0.0803,-0.0215,-0.7932,-0.4931,-0.8498,-0.3128,0.7821,0.3528,1.095,-1.331,0.2103,0.263,0.5861,0.1843
id_bf2f252ae,trt_cp,48,D1,0.0379,0.3693,0.7549,0.4145,1.257,1.392,0.0749,0.3181,0.1047,-0.7807,0.5973,1.21,-0.9511,-0.3479
id_bf2f638eb,trt_cp,24,D1,3.829,0.5475,1.081,2.771,2.092,-0.7619,-3.777,-9.125,-7.033,-3.304,-8.571,-4.74,-9.354,-5.401
id_bf3089de4,trt_cp,24,D1,1.686,0.4299,0.916,0.3649,-1.685,-2.31,0.4822,0.3296,-0.3918,-1.372,-0.4125,0.7923,-0.9753,-0.7809
id_bf3920259,trt_cp,48,D2,1.006,-0.2208,-1.069,-0.8592,0.3773,-2.869,0.734,-0.1796,0.7899,-1.416,0.206,-0.3223,0.7672,-0.0534
id_bf394db3b,trt_cp,48,D2,2.015,-0.3638,0.842,-0.426,0.827,-0.5312,-6.068,-5.947,-6.119,-4.439,-5.791,-5.246,-7.691,-7.703
id_bf3a2f518,trt_cp,48,D1,0.0527,-0.3595,1.068,0.0628,0.3636,-0.3047,0.023,-0.1635,-0.201,-1.297,-0.5688,0.2965,-0.7173,-0.6848
id_bf3dd6d2e,trt_cp,24,D2,-0.4234,0.4922,-0.7587,-0.3151,-0.1116,-0.4692,0.2042,-0.1495,0.7991,0.1236,-0.4148,0.093,0.4392,-0.0338
id_bf3ffaf0b,trt_cp,72,D1,0.0249,-0.9363,0.3163,-0.3473,-0.7024,0.1803,0.2527,1.067,0.3177,1.097,0.2979,-0.0123,-0.1287,0.7807
id_bf41ab77b,trt_cp,72,D2,-0.5879,0.4517,0.4487,0.3674,0.6008,0.2813,0.3451,1.272,1.197,0.3517,1.245,-0.36,0.5274,-0.2429
id_bf46bba1d,ctl_vehicle,72,D2,0,0.7301,-1.93,0.2745,-0.5453,0.9685,-0.5365,-0.4197,-0.5045,1.04,-0.9776,0.4167,0.2401,-0.0355
id_bf46cd6bc,trt_cp,24,D2,0.4062,-0.3976,0.3617,3.463,2.754,-0.7556,-0.9864,-5.968,-3.472,-1.999,-1.647,-3.057,-8.581,-1.587
id_bf47ca626,trt_cp,72,D1,-0.6822,0.2929,0.9263,0.5446,-1.553,1.034,-0.2346,0.2653,0.0105,-0.0158,-0.2362,0.8309,0.1135,-0.3245
id_bf4aa2f6a,ctl_vehicle,24,D2,-0.3489,0.0389,0.2298,0.9102,0.0616,0.0092,0.4706,-0.0025,-0.3737,-0.0375,0.7879,0.7847,0.5999,0.522
id_bf4e83872,ctl_vehicle,24,D1,0.7238,-0.8019,3.206,0.1599,-0.6587,-0.3069,-0.0062,-0.1202,0.6021,-0.7538,-1.17,0.3442,-0.0815,-0.3112
id_bf4f6296d,trt_cp,48,D2,0.2022,-0.2094,-0.9986,0.5358,-0.1506,0.6503,0.4298,-0.0713,-0.4994,-0.1325,0.2844,-0.116,0.5162,0.1653
id_bf521eb1c,trt_cp,72,D2,0.0602,-0.4762,-0.2231,-0.9952,-0.7505,-0.4356,-0.2302,-0.6072,0.3569,0.476,-0.6456,0.1208,-0.2361,0.0079
id_bf5248196,trt_cp,48,D1,-0.6585,-0.3159,0.2499,0.7109,-1.335,-1.095,0.953,0.267,-0.1567,-0.7185,1.304,-0.2448,0.6776,0.7018
id_bf52cd847,trt_cp,48,D1,-0.2112,-0.3371,-1.019,-1.073,-1.007,-0.0964,-0.2431,-1.286,0.602,1.051,0.56,0.3682,0.754,0.2095
id_bf5ea07d1,trt_cp,24,D2,-0.6159,-1.02,0.979,0.1713,-1.838,0.3145,0.1483,-0.592,0.5346,-0.559,0.454,0.0165,0.8547,0.7996
id_bf62b675c,trt_cp,48,D1,0.0697,-0.4182,2.897,0.5225,0.905,1.092,0.3426,-0.9314,-0.2942,-0.1203,-0.4575,-0.4069,0.2295,0.1742
id_bf66e5d03,trt_cp,48,D2,0.4516,-0.2231,-0.8221,-0.9798,1.422,-0.7638,-0.1489,-0.603,-0.8399,-0.8353,-0.7328,-1.519,-0.5419,0.0963
id_bf6c0bbad,trt_cp,48,D1,-0.5906,-0.0303,-0.108,0.3606,-0.8293,0.1373,0.2463,-0.218,0.7329,0.7855,-0.1027,0.2695,0.3173,1.063
id_bf6cb4fa3,trt_cp,48,D1,0.7774,0.4013,-0.4387,0.018,1.715,2.267,-0.0882,-0.0279,-0.2664,-0.3812,0.4778,0.3357,0.3938,-0.3222
id_bf7230e63,trt_cp,48,D2,0.0138,0.122,-0.4417,-0.0744,-0.2937,-0.0662,-0.06,0.5491,0.3861,0.9466,-0.0844,-0.7325,1.253,0.5483
id_bf7681dc1,trt_cp,72,D1,0.3147,0.5175,1.135,0.0263,0.4915,-0.1948,-0.7876,-0.4813,-0.6285,-0.7584,-0.2229,-0.4466,-0.0312,-0.0601
id_bf76951fc,trt_cp,48,D2,3.509,0.8376,-0.8361,-0.1285,0.0335,-0.2532,0.8479,0.8227,0.1754,-0.1695,-0.3192,0.3112,-1.708,-0.2437
id_bf7fddf64,trt_cp,48,D2,-0.6374,0.8749,-0.4875,-0.2474,0.1715,0.9231,-1.226,0.1902,-0.3629,0.7242,-1.226,-0.0962,0.1951,-0.1925
id_bf8516e3a,ctl_vehicle,48,D1,1.414,-0.6745,0.6207,1.484,0.2716,-0.7279,-0.0007,0.4414,0.428,0.7388,0.7852,0.8832,0.8161,1.069
id_bf86645b9,trt_cp,24,D2,-0.1872,-0.4517,1.106,-0.1949,-0.7923,-0.7312,-0.0484,-0.2019,0.0331,0.1194,-0.4904,-0.2813,0.5593,-0.4676
id_bf8897f13,trt_cp,48,D1,-0.419,-1.669,0.8237,-0.3474,-1.373,-0.3562,1.059,0.799,1.039,-0.1092,1.583,0.6392,0.529,1.038
id_bf88a841f,trt_cp,24,D2,0.9007,0.247,1.226,0.4889,-0.126,0.4283,0.9752,-0.002,-0.312,-0.1115,-0.8745,0.1634,0.3678,-0.1087
id_bf8b5a674,trt_cp,72,D1,0.6502,0.5061,-0.6672,0.8752,0.2029,-0.5206,0.3933,0.3217,0.1845,0.9276,0.4466,0.6526,0.3766,0.0799
id_bf8e44901,trt_cp,48,D1,-1.689,-1.552,-1.02,0.0958,3.277,-0.0305,-0.1397,0.6369,0.1161,-0.0454,-0.2435,0.7385,0.1853,0.7324
id_bf8fb2539,trt_cp,24,D2,-0.7524,-0.8238,-0.1256,-0.3113,-1.884,-0.6062,-0.6963,0.0771,0.6486,-0.6977,-0.7304,-1.691,-1.818,-1.121
id_bf94b74df,trt_cp,24,D1,0.2133,-0.0727,-0.4521,-0.8296,-0.2191,-0.77,-0.2926,0.739,0.4001,1.003,0.901,0.2847,1.223,-0.2667
id_bf94fbafb,trt_cp,24,D1,-0.4616,0.035,3.078,0.2978,3.181,0.7054,-0.6382,1.088,1.299,-1.147,0.0539,0.6708,0.7002,-0.3708
id_bf9529121,trt_cp,48,D1,-0.6524,0.1486,-0.5446,0.4577,0.3216,0.0173,-0.602,-0.1227,-0.1932,0.7292,0.8551,0.0224,0.119,-0.3695
id_bf99fecab,trt_cp,48,D1,-0.0456,0.3797,-1.006,-0.7443,-0.1838,0.1792,0.6858,-0.3911,-0.5579,0.8047,0.1888,0.459,0.6709,0.028
id_bfa186c83,trt_cp,48,D2,-0.9343,-0.0616,0.8205,-0.1501,1.176,0.82,0.6545,-0.0419,-0.8263,1.137,0.7312,-0.2547,0.03,0.2878
id_bfa618f50,trt_cp,24,D2,0.0009,0.5051,-0.7622,-0.1531,-0.3607,-0.737,-0.4196,0.9288,-0.3582,-0.2301,-0.5237,0.2894,-0.4862,0.0522
id_bfaf764e3,trt_cp,48,D2,-0.2936,-0.1616,-1.033,0.8024,-0.2336,-0.2805,-0.5574,-0.3649,-0.0093,-0.0623,-0.5053,1.405,0.4448,-0.1857
id_bfb2af326,trt_cp,72,D1,0.8289,-0.5577,0.2591,-0.0428,0.3533,0.2346,-0.219,-0.4383,-0.3825,-0.7651,-0.3145,-1.411,0.6043,-0.8565
id_bfb7e6696,trt_cp,48,D2,0.1258,0.1766,0.2805,1.028,-0.6679,-1.84,0.9157,0.3706,0.3977,0.2384,0.3271,0.3566,0.4144,-0.8115
id_bfb87967d,trt_cp,48,D1,-0.5289,0.4264,0.4434,-0.4941,-0.3183,-0.4522,-0.0447,0.0451,0.3603,0.8338,-0.6119,-0.4529,0.2064,-0.4943
id_bfbac59b7,trt_cp,72,D1,-0.2669,0.8767,-0.0503,-0.4071,0.0149,0.5796,0.2276,0.1278,0.3569,1.268,0.4336,0.0507,0.8586,0.6468
id_bfbb50156,trt_cp,48,D1,-1.572,0.8332,3.037,0.2869,-0.7126,0.424,0.1384,-2.313,-1.756,-1.945,-2.334,-2.08,-1.393,-0.8157
id_bfc025d62,trt_cp,48,D1,-0.4557,0.3569,-0.825,0.8101,2.688,-1.736,0.3277,0.5293,-0.4228,-0.6122,0.5888,0.048,0.7302,1.61
id_bfc14d94d,trt_cp,72,D2,-0.0272,-0.8506,0.1047,0.8307,-0.5944,0.2314,0.392,-0.6473,0.0948,0.3711,0.4348,-0.4513,0.2984,0.6345
id_bfc28e3cb,trt_cp,48,D2,-1.248,-0.6155,1.28,0.435,0.21,0.3322,0.4263,-0.2635,0.7318,0.7207,1.102,0.5354,0.0702,-0.3053
id_bfc519f71,trt_cp,72,D2,0.0674,-0.1097,0.1253,-0.3269,0.1337,-0.4167,0.9425,-0.2987,0.0931,-0.3702,-0.488,-0.8484,0.3496,0.8853
id_bfcf35f8f,trt_cp,72,D2,0.4988,-0.8393,-0.4069,-0.8408,-0.1611,0.5533,-0.5431,-1.466,-0.9441,0.3087,0.0594,-0.3601,-1.242,-2.126
id_bfcf4599f,trt_cp,24,D1,-0.5171,-0.0895,0.138,0.3037,0.1807,0.0988,1.274,0.2208,-0.0825,-0.1463,0.5321,1.071,1.332,1.301
id_bfd1b2d01,ctl_vehicle,72,D2,0.9043,0.9446,0.1812,-0.1556,-0.6248,-0.2105,0.0931,0.8498,1.701,-1.326,0.5079,0.9638,0.9857,0.5838
id_bfd721b62,trt_cp,72,D2,8.85,1.11,1.977,-2.255,6.919,-0.7968,-10,-7.918,-10,-7.344,-10,-10,-10,-9.488
id_bfd74dc37,trt_cp,24,D1,-0.4447,-0.4534,0.8995,-0.029,-0.5155,-1.743,-1.15,0.4876,0.5205,0.2415,0.5799,1.134,-0.2757,-0.1717
id_bfd78d793,trt_cp,48,D2,0.2286,0.7167,-0.3742,-0.4248,0.7116,0.3479,-0.2746,0.2602,0.1836,-0.9819,-0.1931,-0.0851,-0.583,-0.4652
id_bfe728113,trt_cp,48,D2,2.816,-0.2991,0.5141,-0.5642,-0.6357,-1.301,1.015,0.9235,0.2665,-0.1859,-0.4331,0.6415,-3.339,0.0382
id_bfe8dbefd,trt_cp,72,D1,0.4736,-1.346,-0.3875,0.6416,-1.218,-0.4753,-4.879,-4.156,-7.03,-1.923,-8.373,-2.829,-8.841,-1.401
id_bfee64df3,trt_cp,24,D2,-0.9957,-1.146,2.076,0.6896,-0.5366,-1.882,-0.3413,0.0319,0.1743,0.2897,0.0244,0.313,0.5019,-0.294
id_bfeef73f7,trt_cp,24,D2,-0.5476,-1.023,0.5524,0.0684,-0.093,0.286,0.6637,-0.4267,0.1638,0.1382,-0.0226,0.6494,-0.015,-0.2539
id_bff7091f2,trt_cp,48,D2,3.828,-0.1129,0.965,0.2926,2.476,0.7238,-10,-10,-10,-7.947,-10,-10,-10,-6.999
id_bffa0b7f4,trt_cp,24,D1,-0.149,0.3061,-0.7263,0.6384,-0.1305,0.8927,-0.6001,-0.0476,-0.0812,-0.4563,0.2104,0.5773,0.1064,-0.8876
id_bffd3d141,trt_cp,48,D2,-0.5534,0.2092,1.486,0.5334,-0.2651,0.7193,0.0009,0.1723,-0.3628,-0.7168,0.7335,0.0992,0.1726,0.6414
id_bffdcf78e,trt_cp,24,D2,-0.6198,-0.4639,-0.4112,0.5738,0.1388,0.1922,-0.14,-0.3525,-0.5643,-0.155,0.6757,0.4357,-0.5233,-0.1984
id_bfff45018,trt_cp,24,D1,-0.2218,-0.3497,-0.6165,-0.1495,0.6241,0.7656,-0.7088,-1.036,-0.3144,-0.5569,0.6002,-0.4984,-0.3259,-0.6852
id_c000841dc,trt_cp,48,D1,-0.5384,0.8099,-1.242,-0.0961,0.2825,-0.5727,-0.5636,-0.4118,-0.2067,0.1046,0.1177,0.1347,0.0879,-1.017
id_c0013c2d0,trt_cp,48,D2,6.716,0.0076,1.616,-0.3077,5.495,-1.037,-4.063,-9.581,-8.894,-3.731,-6.462,-9.628,-9.855,-7.146
id_c002122a7,trt_cp,72,D1,0.6852,-0.2835,-0.2279,-0.1973,0.53,0.378,-1.304,-0.5809,-0.2615,-0.1042,-0.4246,-0.0866,-0.6093,-0.4654
id_c00a753d3,trt_cp,72,D1,1.199,-0.1189,0.4721,0.5182,-0.3009,0.0344,-0.3534,0.7714,-0.7101,-0.4341,-0.0789,-0.6594,-1.068,-1.097
id_c00b5dcb5,trt_cp,72,D1,0.4049,0.8525,-0.6187,0.3082,-0.8154,-0.409,0.0752,-0.0285,-0.1816,0.073,-0.2631,0.2259,-0.9904,0.0221
id_c00ff394c,trt_cp,48,D2,0.2606,-0.293,-0.1968,0.0345,-0.797,-0.0556,-0.6836,-0.6276,-0.0385,0.3422,0.1843,0.2415,0.1324,0.3257
id_c015f0677,trt_cp,72,D1,-0.303,-0.1681,0.1051,0.5487,-0.0378,0.3724,0.7781,0.4707,0.2773,-0.1847,0.5458,0.9165,0.9035,0.2607
id_c018d267d,trt_cp,24,D2,-0.0397,-2.146,1.075,-1.242,-2.452,0.8114,-1.008,-2.943,-4,-2.361,-3.017,-1.988,-1.812,-0.2689
id_c01a87014,trt_cp,48,D1,-1.066,-0.3485,-0.7053,-0.3953,-0.3232,-0.0811,-0.7809,-0.3428,-1.438,0.4993,-0.0507,-0.3159,-0.0344,-0.1283
id_c01bb7077,trt_cp,72,D1,-0.4893,0.8983,-0.4805,-0.1255,-0.2134,-1.377,-0.1654,-1.416,-1.73,0.3414,-0.708,-0.6046,-2.512,-1.618
id_c02269271,trt_cp,72,D1,-0.9632,-1.034,-0.0394,0.0182,-1.034,0.5838,0.8777,0.6103,0.6246,0.4845,0.7764,0.486,-0.0694,1.243
id_c029e3956,trt_cp,48,D2,-0.4557,-0.6271,0.2722,-0.3072,-0.0575,-0.3371,-0.207,0.7809,-0.2155,0.2542,-0.1506,0.3221,-0.0505,0.5613
id_c02f7853c,trt_cp,48,D1,-0.276,0.4639,0.45,0.1933,0.0975,2.364,0.4797,-0.151,0.2509,0.134,-1.282,-0.5476,-0.2615,0.1199
id_c032e6f4c,trt_cp,72,D1,-0.3638,0.4617,0.3011,-0.0597,-1.086,0.8302,0.2719,0.1822,-0.1757,0.6038,-0.5304,-0.6227,-0.171,-0.4042
id_c03318d2a,trt_cp,24,D2,0.897,0.7164,0.9293,-0.7072,0.367,0.2497,-0.9454,0.0035,-0.0819,-1.093,-0.2056,0.391,-1.556,-0.498
id_c033f7076,trt_cp,48,D2,1.193,0.3327,0.2871,-0.9363,0.1189,-0.0253,0.1618,-1.039,-0.1336,0.4898,-0.5789,-0.4163,-0.1572,-2.848
id_c0374e435,trt_cp,48,D1,1.132,0.8711,-0.363,0.117,0.3898,-0.7966,-0.2828,-0.0638,0.2378,0.3767,-0.6969,-0.3716,-0.3603,0.5792
id_c038a7f3c,trt_cp,48,D1,0.4261,-0.8963,0.0712,-0.2937,-0.7345,0.9685,0.1117,-0.0149,0.5547,-0.6101,0.5105,1.072,0.2725,0.5691
id_c038bb842,trt_cp,48,D2,-0.0592,-0.429,0.2508,-0.2075,-0.0847,-4.711,-1.214,-2.789,-2.293,-1.375,-3.084,-3.507,-2.834,0.0297
id_c03925a6d,trt_cp,48,D1,0.5472,-1.316,0.4258,0.376,-1.232,0.9671,0.5159,0.5314,0.3976,0.7461,0.5967,0.5961,0.2792,0.1424
id_c03cebceb,trt_cp,48,D2,-1.017,0.9441,-0.3932,-0.5653,0.1245,-0.4796,0.676,0.5639,0.1842,-0.0864,-0.0894,0.9241,0.2155,-0.1284
id_c03de50c8,trt_cp,24,D1,-0.3251,0.3298,-0.1461,-0.5673,-0.0954,-0.1298,0.3623,0.2936,0.7378,-0.1493,-0.1972,-0.2338,0.4044,0.9446
id_c041445a8,trt_cp,48,D1,0.9972,-1.051,0.3143,-0.2095,-0.4044,-0.3661,-0.9723,-1.69,-0.1945,0.6061,0.59,0.0351,-0.5182,-0.7238
id_c04359453,trt_cp,72,D2,-0.9641,3.347,0.1341,0.4567,-0.2339,-4.082,0.4372,0.0303,-1.193,0.5051,0.3562,-0.6484,-0.5624,0.8282
id_c049d8111,ctl_vehicle,72,D1,0.901,0.3598,3.776,1.267,0.5285,-0.3869,0.4873,0.0956,-0.8952,0.9118,-0.5528,-0.1537,0.0331,-0.8397
id_c04df0183,trt_cp,24,D1,0.2368,1.013,1.64,0.0472,0.4118,0.0204,-1.641,0.0533,-0.559,0.7333,-0.5991,-0.8379,-0.1702,-0.5525
id_c050801df,trt_cp,48,D2,-0.0352,-0.1941,0.1241,-0.3778,0.2451,-0.5673,-0.1913,-1.675,-0.2228,-0.1221,-0.2615,-0.2833,0.2475,-0.4684
id_c052ec734,trt_cp,24,D2,-0.584,1.088,0.5382,-0.3272,0.704,-1.375,0.3868,0.107,0.1099,-1.619,0.5515,-0.1162,0.6594,1.227
id_c05312e9a,trt_cp,72,D1,-0.369,0.6891,0.0284,-0.036,-0.3172,-0.3945,0.527,0.2113,0.0623,0.2299,-0.0419,-0.2209,0.2865,0.3134
id_c05547825,trt_cp,48,D1,-1.269,-0.0475,-0.9778,0.3433,0.2988,1.056,0.6845,-0.0108,0.1843,-0.3038,0.002,-0.2514,-0.1977,0.9339
id_c05854d6c,trt_cp,48,D2,-0.0562,-1.041,-0.7562,-0.0462,-0.4457,-0.3546,0.5613,-0.0779,0.6573,0.7791,0.4997,-0.0219,0.215,-0.9093
id_c05a95c7e,trt_cp,24,D2,-0.7062,-0.3382,0.5434,-0.6856,-0.3088,0.3062,0.1122,0.3313,0.2349,1.265,0.0415,1.014,-0.1209,-0.4287
id_c05aa93e7,trt_cp,72,D1,-0.1753,0.6732,0.6593,-0.0518,-0.3757,0.1152,0.2477,0.3227,0.1945,0.9639,0.5828,0.4204,0.3095,0.3058
id_c05aae1a7,trt_cp,48,D2,-0.1188,-0.9608,-0.406,-0.3328,-0.3463,0.207,-0.823,0.6846,0.6321,0.483,1.183,-0.7751,0.0554,0.1431
id_c06066de6,trt_cp,72,D1,2.854,0.09,-0.1274,-0.9463,0.6436,-0.5927,-0.0112,0.6474,0.0617,0.0571,-0.7981,-0.4708,-3.775,-0.1198
id_c0618e8db,trt_cp,48,D1,0.3503,-0.1658,1.962,-0.0762,0.5107,-0.2722,-2.103,-0.3965,0.4607,-0.1358,-0.8855,0.4167,0.4435,0.0014
id_c064d93e8,trt_cp,24,D2,-0.664,-0.738,-0.0724,0.1006,-0.4739,-0.0462,0.4349,0.1532,0.1948,-0.1425,-0.3669,-1.926,-0.5955,0.6535
id_c064db295,trt_cp,24,D1,4.561,-0.4949,1.216,2.77,0.7171,-1.276,0.3217,0.9219,0.0254,-1.301,1.194,0.8138,-0.7482,0.0208
id_c06610e1d,trt_cp,48,D1,-0.6273,-0.4193,0.6128,0.3034,-0.6381,0.701,0.6096,0.5425,-0.1508,0.0863,0.207,0.9508,0.6675,0.0194
id_c06c2b81b,trt_cp,24,D2,-0.52,0.673,-0.0936,0.2807,-0.6568,0.209,-1.54,0.748,-0.4598,-0.6304,-0.1046,-0.3228,-0.7867,0.1147
id_c0705fac0,trt_cp,48,D1,-1.54,-0.1607,-0.5312,-1.013,-2.705,1.715,0.147,0.233,-1.576,-0.836,-2.876,-0.0924,-1.301,-0.7439
id_c0720b18c,trt_cp,72,D2,-0.1502,0.947,1.483,0.5198,0.1478,0.1494,-0.5718,-1.318,-0.1536,-0.346,-0.3175,-0.9612,-0.984,-0.2391
id_c0739b136,trt_cp,24,D1,0.5906,-0.1103,1.741,0.1464,-1.202,0.1612,0.7949,0.6348,0.5757,0.645,0.3637,0.1077,-0.0411,-0.5527
id_c07ccd8e7,trt_cp,48,D2,-0.2601,-0.0848,0.7363,0.9591,-0.5762,-1.351,-0.2806,0.0052,-0.7538,0.6102,0.7623,0.7904,-0.3916,0.119
id_c07ef01d7,trt_cp,48,D1,2.756,-1.68,0.1761,-0.3788,0.3721,-0.3811,0.9743,0.6231,0.4686,-0.5112,-0.6024,-0.681,-3.499,-0.2565
id_c080479de,trt_cp,72,D2,-0.1529,-0.7818,0.2234,0.0308,-0.2902,0.2573,0.6405,-0.5727,1.005,-0.624,0.7767,0.1847,0.1458,0.8518
id_c08196879,trt_cp,72,D2,5.599,1.496,1.854,-1.33,6.392,-1.189,-9.408,-7.786,-9.274,-5.784,-9.68,-8.597,-9.505,-5.997
id_c08571ac4,trt_cp,48,D1,0.2178,-0.6355,0.8624,0.3832,-0.4121,0.6301,-1.69,0.0958,0.4318,0.1598,0.2892,-0.5045,0.053,-0.2168
id_c08947521,trt_cp,72,D1,-0.9491,-0.1948,0.6165,0.5099,1.247,0.8266,0.3293,-1.158,0.3183,0.0502,0.2113,-0.5217,0.088,0.0446
id_c08bf2fa8,trt_cp,72,D2,-0.3697,-0.6651,0.416,0.1983,-0.1427,-0.6995,0.0783,0.118,-0.0408,0.2633,0.2677,0.0086,0.1813,-0.0604
id_c08c0d7f2,trt_cp,48,D2,-0.6082,-0.37,0.484,0.0764,-0.5058,1.133,1.067,-0.4386,-0.4098,-0.3687,-0.3872,-1.271,0.7047,0.0283
id_c08c109eb,trt_cp,48,D1,-0.1735,-0.8723,2.006,-0.1746,1.145,0.5639,-0.2994,-0.383,0.0559,-0.1673,-0.2213,-1.043,0.0721,0.5124
id_c08d4882e,trt_cp,24,D1,1.433,0.0369,2.116,-0.6489,-1.202,-0.2163,0.0733,0.3567,-0.0991,0.0303,0.1046,-0.4314,0.4985,-0.8338
id_c08ddf151,trt_cp,72,D1,0.3463,-0.1462,-0.6654,-0.3195,0.9043,0.8567,-1.343,-0.5875,0.628,-0.3082,0.5336,0.0911,-0.7607,-0.4706
id_c08f2d19f,trt_cp,72,D1,-1.235,-3.023,0.1006,1.862,-2.131,1.088,-0.302,-0.108,-0.7793,-0.6289,-0.6938,-0.0971,-0.5157,0.0371
id_c09342713,trt_cp,48,D1,-0.58,0.5648,-0.0692,-0.6333,-0.3976,-1.735,-0.9084,0.079,0.7014,0.107,-0.3956,-0.231,0.1906,-0.4594
id_c0976cc35,trt_cp,48,D2,0.0553,-0.2281,0.8017,0.7942,-0.7439,-4.312,-2.059,-3.016,-2.726,-1.075,-2.644,-2.82,-4.374,0.6348
id_c09947fde,trt_cp,72,D2,0.2549,0.9876,2.444,-0.2158,0.446,-0.1433,1.079,0.1764,0.6575,0.8065,0.9839,-0.233,-1.039,-0.2043
id_c09e96278,trt_cp,48,D1,0.5778,0.2914,0.7077,0.6169,-0.0863,-0.7746,1.008,0.1836,0.3994,0.2077,0.4556,0.5291,0.2283,0.4462
id_c0a07b0b0,trt_cp,48,D2,-1.292,0.1487,-0.2116,0.061,0.0528,0.2698,0.2985,0.8078,0.4765,-0.7502,0.4385,0.43,-0.108,0.7474
id_c0a4fcb75,trt_cp,24,D1,-0.3612,0.0311,1.162,-0.5419,1.192,-0.0411,-0.4308,0.3509,0.3807,0.6116,0.8797,0.8248,0.3482,0.7845
id_c0aabe296,trt_cp,48,D1,1.444,-1.14,5.734,0.3231,1.658,-0.8771,0.5158,-1.877,-0.6459,-0.9207,-1.88,-1.829,-1.36,1.115
id_c0ab68d11,trt_cp,48,D1,0.9721,0.7413,-0.1369,-0.2801,-0.8414,1.714,0.1333,-2.149,-1.444,-0.496,-1.278,-1.372,-0.1464,-0.8831
id_c0acf1100,trt_cp,48,D2,0.45,0.2983,-0.7305,-1.495,-0.5386,-0.6156,0.7475,0.5056,0.7966,-0.1723,0.6366,0.9804,1.136,1.351
id_c0af06415,trt_cp,72,D2,-0.0233,-0.5962,0.1167,-0.884,0.5675,0.8816,-0.403,0.2986,-0.3278,0.2089,-0.9359,0.3565,0.1695,0.2974
id_c0b0803f3,trt_cp,48,D1,0.6416,-0.9905,-1.394,1.271,-1.048,-4.786,-0.25,0.49,1.146,0.3355,-0.2303,-0.2203,0.387,-0.5615
id_c0b1569d2,trt_cp,48,D2,-0.5643,0.8644,-0.2285,-1.101,0.0975,-0.2856,0.5066,-0.6456,-0.1976,0.212,-0.0588,-1.339,-0.3022,0.0801
id_c0b5e9ae5,trt_cp,24,D1,-0.7001,-0.8598,-1.281,-0.0812,0.1026,-0.6437,1.285,-0.3528,0.3712,-0.1605,0.0876,0.0351,-0.0004,0.175
id_c0b8b3e0b,trt_cp,24,D1,-0.7711,-0.1543,0.0534,1.285,0.6465,1.695,0.2131,1.104,0.2013,0.2773,0.6574,1.79,-0.322,-0.095
id_c0b8ed0e7,trt_cp,72,D2,-0.8235,-1.055,-0.4212,-0.8196,-0.7341,-0.2904,-0.3306,-0.2046,0.09,-0.7712,-0.1915,-1.051,-1.013,0.013
id_c0bc502ff,trt_cp,72,D2,0.7756,1.9,0.481,-0.3762,-0.6752,-1.1,0.7189,-0.9376,-1.472,-1.651,-1.547,-1.201,-1.012,-0.4436
id_c0be70654,trt_cp,72,D2,0.453,0.1262,0.4211,0.032,-0.6356,0.3929,0.8235,1.02,0.3877,0.2697,0.5085,0.9835,0.0162,1.374
id_c0bf82500,trt_cp,72,D2,4.124,0.2182,1.305,-0.6674,-1.572,-0.5258,-0.9325,0.0167,0.6095,-1.079,-2.48,-1.359,-6.924,-0.0746
id_c0bf9f7f9,trt_cp,72,D1,1.498,-0.7544,-0.2423,-0.1997,0.655,-0.4236,0.6571,0.2564,-0.9764,-1.065,0.6042,-0.8416,0.1411,0.4866
id_c0c226be8,trt_cp,24,D1,-0.6682,0.6295,0.4735,0.9568,-0.1859,0.8833,-0.663,-0.3286,-1.853,0.6767,0.2306,0.7762,0.5606,0.2412
id_c0c7f46af,trt_cp,48,D1,-0.3489,1.067,0.45,-0.0901,0.3074,1.421,0.2507,-0.4789,0.7842,0.7756,-0.2881,-0.0068,0.4448,-0.5453
id_c0d1a935c,trt_cp,72,D2,0.1441,-1.132,-0.3274,-0.6831,0.3481,0.6835,1.001,-0.3545,0.6613,0.6697,0.5236,0.9422,-0.396,-0.3223
id_c0d33b485,trt_cp,24,D2,0.1389,0.7623,1.144,0.0432,0.1489,-2.276,0.3659,-0.1514,0.4327,0.7066,0.5185,0.3621,-0.8179,-0.3026
id_c0d40f1dd,trt_cp,24,D2,-0.0439,-0.211,-0.831,-0.6597,-0.1143,-0.0738,-0.148,-0.267,-0.3537,0.5178,0.1115,0.0745,-0.4259,-0.0055
id_c0d534170,trt_cp,72,D1,0.6743,-0.1309,1.121,0.7969,-0.2492,1.302,-0.3278,0.1421,0.8694,-0.1947,0.8707,-0.1525,1.025,0.6528
id_c0d85b640,trt_cp,48,D1,-0.7386,0.2278,-0.6403,-0.7237,2.032,-0.0003,-0.4836,-0.7206,-0.7277,-0.9809,-0.0502,0.4758,0.3646,-0.0578
id_c0d885b27,ctl_vehicle,48,D1,0.4945,-0.8705,1.365,0.2385,0.5636,-0.1244,0.0546,0.5629,0.0602,-0.5802,0.4427,0.5197,0.5564,0.5275
